,Category 1,Category 2,Category 3,Payment_Situation_Payment verified,EX_level_demand,Spent,Connects,Feedback_Num,Hourly_Rate,Applicants_Num,Client_Country
6936,Web Development,Web Development,WordPress,1.0,1.0,6.55250788703459,12.0,0.6931471805599453,15.0,35.0,Turkey
6937,C#,Programming Languages,"Java, SQLite",0.0,2.0,0.0,8.0,0.0,17.5,13.0,United States
6940,Branding & Marketing,Web Development,"WordPress, CSS",1.0,2.0,0.0,12.0,0.0,12.5,8.0,Pakistan
6941,App development,CRM and Marketing Tools,"Python, SQL, Flask, Firebase",0.0,1.0,0.0,8.0,0.0,30.0,18.0,United States
6944,Branding & Marketing,Web Development,"WordPress, Google Analytics, Other",0.0,1.0,0.0,12.0,0.0,30.0,8.0,India
6946,Testing,,Manual Testing,1.0,1.0,9.105090961257085,12.0,4.3694478524670215,10.0,3.0,United States
6947,Branding & Marketing,Web Development,"WordPress, WooCommerce, Shopify",1.0,0.0,9.90353755128617,4.0,2.70805020110221,8.5,18.0,Spain
6948,Web Development,Web Development,"HTML, CSS, JavaScript, Other",1.0,1.0,9.210440366976517,8.0,1.6094379124341003,62.5,35.0,United States
6949,Back-end development,Testing,Git,0.0,1.0,0.0,12.0,0.0,52.5,35.0,United States
6950,Back-end development,Web Development,"Vue.js, Other",1.0,2.0,0.0,8.0,0.0,52.5,50.0,United States
6953,Back-end development,Ruby,"Heroku, Other",1.0,2.0,9.210440366976517,4.0,2.772588722239781,6.5,35.0,South Africa
6955,Business Development,Leadership,Other,1.0,1.0,8.294299608857235,4.0,1.6094379124341003,36.0,35.0,United States
6956,Branding & Marketing,Web Development,WordPress,1.0,1.0,9.210440366976517,4.0,0.0,27.5,13.0,Canada
6957,App development,Mobile Development,"Android, iOS",0.0,1.0,0.0,8.0,0.0,42.5,50.0,Belgium
6958,Full-stack development,Web Development,"JavaScript, HTML, CSS, Node.js, React, Angular, MongoDB, MySQL, Git, GitHub",1.0,1.0,0.0,12.0,0.0,30.0,13.0,India
6960,Branding & Marketing,Web Development,Other,1.0,1.0,0.0,12.0,0.0,4.0,35.0,Philippines
6961,3d design,3D Modeling and Animation,Other,1.0,2.0,6.2166061010848646,4.0,1.791759469228055,15.0,35.0,United States
6962,App development,API Development,"Java, Swift, React Native, Xamarin",1.0,2.0,8.699681400989514,12.0,2.3978952727983707,19.0,8.0,United States
6963,Branding & Marketing,Web Development,WordPress,0.0,0.0,0.0,8.0,0.0,20.5,3.0,Bangladesh
6964,Gaming,Mobile Development,"Unity, Other",1.0,1.0,8.853808274977197,12.0,3.1354942159291497,70.0,50.0,United States
6965,Brand Development,Web Development,Shopify,0.0,0.0,0.0,2.0,0.0,16.5,8.0,Bangladesh
6969,Branding & Marketing,Web Development,"HTML, CSS, JavaScript, Python",1.0,2.0,6.90875477931522,12.0,1.0986122886681098,40.0,35.0,United States
6972,App development,Data Analysis and Visualization,"SQL, Python",1.0,1.0,0.0,12.0,0.0,25.0,18.0,United States
6973,Android app development,Mobile Development,"Android, React Native, JavaScript",1.0,0.0,6.90875477931522,4.0,2.1972245773362196,6.5,35.0,Costa Rica
6974,Web Development,WordPress,Other,1.0,2.0,7.601402334583733,4.0,3.4011973816621555,22.5,13.0,United States
6975,Back-end development,Web Development,Other,1.0,2.0,5.707110264748875,12.0,1.3862943611198906,22.5,8.0,Finland
6977,Web Development,PHP,"PHP, HTML, CSS, WordPress",1.0,2.0,9.210440366976517,4.0,2.3978952727983707,55.0,13.0,United States
6978,Branding & Marketing,Web Development,"Wix, HTML, CSS, Other",1.0,1.0,8.294299608857235,12.0,1.6094379124341003,36.0,35.0,United States
6979,Web Development,Web Development,"HTML, CSS, JavaScript, WordPress",1.0,2.0,9.90353755128617,4.0,4.820281565605037,30.0,35.0,United Kingdom
6980,Back-end development,Web Development,"Java, Spring Boot, React, JavaScript",1.0,2.0,8.853808274977197,12.0,2.9444389791664403,25.0,3.0,United States
6981,Web Development,Web Development,"WordPress, WooCommerce, JavaScript, PHP",1.0,1.0,11.51293546492023,12.0,4.007333185232471,20.0,50.0,United States
6982,Web Development,Programming Languages,"HTML, CSS, JavaScript",1.0,2.0,10.819798284210286,12.0,4.875197323201151,5.5,13.0,United States
6984,App development,Web Development,"PHP, Vue.js, WordPress, Other",1.0,0.0,0.0,2.0,0.0,32.5,50.0,United Kingdom
6985,Automation,Testing,"Selenium, Other",1.0,2.0,11.51293546492023,4.0,3.1354942159291497,22.5,35.0,United States
6986,3d design,Web Development,Shopify,1.0,2.0,5.303304908059076,12.0,0.6931471805599453,12.5,35.0,Estonia
6990,Business applications development,APIs and Integrations,Other,1.0,1.0,11.51293546492023,2.0,5.170483995038151,42.5,13.0,United States
6991,App development,Web Development,"React Native, Node.js, Other",1.0,2.0,8.006700845440367,12.0,2.3978952727983707,26.0,50.0,United States
6993,Android developer,Mobile Development,Other,0.0,2.0,0.0,8.0,0.0,22.5,50.0,United States
6994,E-commerce Platforms,Web Development,Other,0.0,2.0,0.0,12.0,0.0,22.5,13.0,Egypt
6995,Web Development,Web Development,"HTML, CSS, JavaScript",0.0,2.0,0.0,8.0,0.0,25.0,50.0,United States
6997,App development,Web Development,"JavaScript, Node.js, MongoDB, Other",1.0,1.0,10.308985993422082,4.0,3.7612001156935624,35.0,50.0,Turkey
6998,Web Development,Full-stack Development,"JavaScript, Node.js, MongoDB, PHP, MySQL, AWS, Other",0.0,1.0,0.0,12.0,0.0,132.5,35.0,United States
7001,Branding & Marketing,Web Development,"HTML, CSS, JavaScript, WordPress",1.0,1.0,11.51293546492023,4.0,1.791759469228055,15.0,50.0,United States
7002,C#,WPF,Other,1.0,1.0,6.90875477931522,12.0,0.0,75.0,35.0,United States
7005,Web Development,Mobile Development,"JavaScript, HTML, CSS, WordPress, Other",1.0,2.0,9.210440366976517,4.0,2.3978952727983707,55.0,3.0,United States
7011,Salesforce,CRM and Marketing Tools,"Salesforce, Other",1.0,1.0,11.51293546492023,12.0,3.5553480614894135,100.0,35.0,United States
7012,Web Development,Web Development,"HTML, CSS, JavaScript",0.0,1.0,0.0,2.0,0.0,35.0,13.0,Netherlands
7013,App Development,Node.js,"AWS, Python, Other",1.0,1.0,11.51293546492023,12.0,3.8501476017100584,20.0,35.0,United States
7015,B2c marketing,E-commerce Platforms,Shopify,1.0,1.0,11.156264806643742,12.0,3.5263605246161616,11.5,18.0,United Kingdom
7020,Web Development,E-commerce Platforms,"Vue.js, Other",1.0,2.0,11.156264806643742,12.0,3.784189633918261,22.5,35.0,Switzerland
7021,Back-end development,Web Development,"Python, Flask, Other",1.0,2.0,8.006700845440367,4.0,3.4965075614664802,22.5,35.0,United States
7022,Back-end development,Web Development,"React, Node.js, JavaScript",1.0,2.0,9.210440366976517,12.0,2.3978952727983707,55.0,13.0,United States
7024,Branding & Marketing,Web Development,"WordPress, Other",1.0,1.0,11.407576060361786,12.0,4.060443010546419,21.0,3.0,United States
7027,App development,Mobile Development,"React Native, API Development, Android, iOS, Other",1.0,1.0,5.303304908059076,12.0,0.0,80.0,50.0,United States
7030,B2C marketing,Social Media and Marketing,"Facebook, Instagram, LinkedIn",1.0,2.0,11.002116507732017,12.0,2.6390573296152584,45.0,13.0,United States
7034,Web Development,JavaScript,"CSS, React, GitHub, Other",0.0,2.0,0.0,8.0,0.0,22.5,50.0,United Kingdom
7036,Back-end development,Web Development,"PHP, Other",1.0,1.0,9.210440366976517,4.0,2.9444389791664403,35.0,8.0,Israel
7039,App development,Mobile Development,"iOS, Instagram, TikTok",1.0,1.0,0.0,12.0,0.0,36.0,8.0,United States
7040,Algorithm Development,Data Engineering,"Node.js, Python, Other",1.0,2.0,9.90353755128617,12.0,1.0986122886681098,25.0,50.0,United States
7042,UI/UX Design,Web Development,"HTML, CSS, JavaScript, Other",1.0,2.0,0.0,8.0,0.0,60.0,35.0,United States
7044,App development,Mobile Development,"Android, iOS",1.0,2.0,11.51293546492023,12.0,4.709530201312334,35.0,50.0,United States
7046,Back-end development,Programming Languages,"Java, Python, Other",1.0,2.0,5.303304908059076,4.0,0.0,25.0,35.0,United States
7047,Branding & Marketing,APIs and Integrations,"Stripe API, Python, Postman",1.0,2.0,10.819798284210286,12.0,3.7376696182833684,15.0,35.0,United States
7048,Api development,Web Development,Other,0.0,1.0,0.0,8.0,0.0,60.0,35.0,United States
7050,E-commerce Platforms,Web Development,"JavaScript, HTML, CSS, PHP, Other",1.0,1.0,7.601402334583733,4.0,2.6390573296152584,105.0,13.0,United States
7051,Business development,Web Development,"WordPress, Other",1.0,2.0,8.006700845440367,12.0,3.1354942159291497,6.5,3.0,United States
7053,DevOps,Cloud Platforms,"AWS, Terraform, Ansible, Docker, Kubernetes, Other",1.0,2.0,5.303304908059076,4.0,0.6931471805599453,22.5,35.0,United States
7055,Brand marketing,E-commerce Platforms,"Shopify, Other",1.0,1.0,11.289794413577894,12.0,3.8918202981106265,47.5,35.0,United Arab Emirates
7057,3d illustration,Web Development,"HTML, CSS",0.0,1.0,0.0,12.0,0.0,80.0,35.0,United States
7058,Social Media and Marketing,API Development,Other,0.0,2.0,0.0,8.0,0.0,22.5,35.0,United States
7060,App development,Web Development,"JavaScript, Python",1.0,1.0,11.51293546492023,12.0,3.5553480614894135,31.0,13.0,United States
7061,Data Analysis and Visualization,Database,"Firebase, MongoDB",1.0,1.0,0.0,4.0,0.0,51.0,8.0,Bangladesh
7062,Branding & Marketing,Web Development,"WordPress, Mailchimp",0.0,2.0,4.61512051684126,8.0,0.0,6.5,13.0,India
7064,Data Analysis and Visualization,Data Engineering,SQL,0.0,1.0,0.0,8.0,0.0,15.0,8.0,United States
7065,App development,Mobile Development,Xamarin,0.0,2.0,0.0,12.0,0.0,27.5,13.0,Poland
7066,3d design,Web Development,Other,0.0,0.0,0.0,4.0,0.0,27.5,35.0,Mauritius
7067,App development,Mobile Development,"Python, Django, React Native",1.0,1.0,0.0,2.0,0.0,35.0,13.0,United Arab Emirates
7069,Branding & Marketing,Web Development,"HTML, CSS",0.0,2.0,0.0,8.0,0.0,60.5,35.0,United States
7070,Branding & Marketing,Web Development,"HTML, CSS, JavaScript",1.0,0.0,0.0,12.0,0.0,16.5,50.0,United States
7071,Business development,Communication,Other,0.0,2.0,0.0,8.0,0.0,45.0,35.0,United States
7072,Web Development,CRM and Marketing Tools,Other,0.0,0.0,0.0,2.0,0.0,44.0,35.0,United States
7073,3D Modeling,Animation,"Unity, Other",1.0,2.0,11.51293546492023,4.0,4.442651256490317,32.5,18.0,United States
7074,DNS,"Web Development, Network IT","Shopify, Other",0.0,1.0,0.0,8.0,0.0,52.5,8.0,India
7076,Branding & Marketing,Web Development,"HTML, CSS, JavaScript, Bootstrap",0.0,1.0,0.0,2.0,0.0,67.5,18.0,United States
7077,B2b marketing,E-commerce Platforms,Other,0.0,1.0,0.0,4.0,0.0,77.5,35.0,United States
7079,App development,TypeScript,"React, Other",0.0,2.0,0.0,2.0,0.0,22.5,8.0,Iceland
7080,Web Development,"HTML, Bootstrap",Other,1.0,1.0,10.308985993422082,4.0,2.995732273553991,35.0,50.0,United States
7082,App development,Mobile Development,"Android, iOS",1.0,1.0,11.51293546492023,4.0,4.394449154672439,15.0,13.0,United Kingdom
7083,Mobile Development,Mobile Development,Flutter,1.0,2.0,8.517393171418904,4.0,2.1972245773362196,30.0,35.0,Canada
7086,B2b marketing,APIs and Integrations,"Zoho CRM, Other",1.0,1.0,8.517393171418904,12.0,2.1972245773362196,30.0,35.0,United Kingdom
7087,App development,Mobile Development,"Angular, CSS, JavaScript, TypeScript, SQLite, MySQL, Firebase, Android, iOS, Other",1.0,1.0,4.394449154672439,12.0,3.1780538303479458,20.0,35.0,United States
7088,App development,Web Development,"HTML, CSS, JavaScript, PHP",1.0,1.0,9.105090961257085,4.0,1.6094379124341003,72.5,18.0,United States
7089,Business Development,Data Analysis and Visualization,"SQL, Python, Other",0.0,2.0,0.0,12.0,0.0,12.5,3.0,India
7092,Business development,Python,Other,0.0,1.0,0.0,8.0,0.0,72.5,50.0,United States
7094,Back-end development,Web Development,"JavaScript, Git",0.0,2.0,0.0,8.0,0.0,22.5,18.0,Serbia
7095,Cybersecurity,"Vulnerability Assessment, Penetration Testing","Firewall Management, SOC, SIEM",1.0,2.0,6.2166061010848646,4.0,1.0986122886681098,47.5,35.0,United States
7096,App development,Web Development,"GitHub, JavaScript, React, Other",1.0,2.0,7.601402334583733,4.0,1.0986122886681098,37.5,50.0,United States
7101,API development,Web Development,"RESTful API, JavaScript, Other",1.0,2.0,7.601402334583733,12.0,1.3862943611198906,22.5,18.0,United Kingdom
7102,App development,CRM and Marketing Tools,"Python, Other",1.0,2.0,0.0,4.0,0.0,22.0,13.0,Uzbekistan
7104,API Development,Data Engineering,"PostgreSQL, Other",1.0,2.0,7.601402334583733,4.0,0.0,52.5,8.0,Belgium
7108,Back-end development,Web Development,"Javascript, Typescript, Node.js, React, GraphQL, Other",0.0,1.0,0.0,12.0,0.0,15.0,35.0,United States
7109,Web Development,Web Development,"WordPress, Other",1.0,2.0,8.853808274977197,12.0,2.4849066497880004,45.0,35.0,United States
7110,Automation,Web Development,"JavaScript, AWS",1.0,1.0,0.0,12.0,0.0,62.5,50.0,United States
7112,Testing,,Automated Testing,1.0,0.0,10.819798284210286,4.0,4.48863636973214,12.5,35.0,United States
7114,Java,Programming Languages,Other,1.0,1.0,0.0,8.0,0.0,27.0,35.0,Spain
7115,Web Development,Web Development,HTML,0.0,2.0,0.0,2.0,0.0,12.5,18.0,Italy
7117,Back-end development,Web Development,"PHP, WordPress",1.0,1.0,4.61512051684126,4.0,0.6931471805599453,10.5,50.0,Nigeria
7118,Web Development,Web Development,"React, HTML, CSS, JavaScript, Other",1.0,1.0,8.294299608857235,4.0,1.791759469228055,45.0,35.0,Switzerland
7119,Branding & Marketing,Web Development,Other,1.0,1.0,8.294299608857235,12.0,1.0986122886681098,32.5,35.0,Ukraine
7121,3D Modeling and Animation,Game Development,"C++, Other",1.0,1.0,5.993961427306569,4.0,0.6931471805599453,30.0,18.0,United Kingdom
7123,Web Development,E-commerce Platforms,"Shopify, HTML, CSS, Other",1.0,1.0,10.819798284210286,12.0,3.5263605246161616,40.0,35.0,United States
7124,App Development,Web Development,"MongoDB, Other",1.0,1.0,8.294299608857235,12.0,3.258096538021482,35.0,35.0,Estonia
7125,Web Development,WordPress,"WordPress, Other",0.0,1.0,0.0,8.0,0.0,15.0,35.0,United States
7127,Firebase,Data Engineering,Firebase,0.0,1.0,0.0,4.0,0.0,30.0,35.0,United States
7128,Web Development,CSS,Other,1.0,1.0,4.394449154672439,12.0,0.0,22.5,50.0,United States
7130,API Development,Data Analysis and Visualization,"Stripe API, Other",1.0,2.0,8.699681400989514,4.0,2.1972245773362196,55.0,35.0,United States
7131,Android developer,Mobile Development,"Firebase, Android, Java",1.0,2.0,10.596659732783579,12.0,2.9444389791664403,22.5,50.0,United States
7132,Agile software development,DevOps and CI/CD,"Node.js, React, MySQL, API Development, Other",1.0,2.0,11.51293546492023,12.0,4.605170185988092,45.0,3.0,United States
7133,Web Development,Web Development,"WordPress, PHP, JavaScript, Other",1.0,1.0,10.308985993422082,12.0,3.5263605246161616,15.0,13.0,Jordan
7134,Branding & Marketing,Web Development,"PHP, HTML, CSS, JavaScript",1.0,2.0,11.51293546492023,12.0,3.091042453358316,22.5,50.0,United States
7137,Branding & Marketing,Web Development,Other,0.0,1.0,0.0,4.0,0.0,37.5,35.0,United States
7140,Web Development,Web Development,WordPress,1.0,2.0,11.51293546492023,4.0,5.733341276897746,12.5,18.0,Israel
7141,E-commerce Platforms,Web Development,"PHP, MySQL, JavaScript, HTML, CSS, WordPress",1.0,1.0,11.51293546492023,12.0,5.214935757608986,36.0,3.0,United Arab Emirates
7142,Brand Development,Web Development,"Shopify, HTML, CSS, JavaScript, Other",0.0,0.0,0.0,4.0,0.0,15.5,8.0,India
7144,Algorithm development,API Development,Other,0.0,2.0,0.0,8.0,0.0,19.0,35.0,United States
7145,E-commerce Platforms,APIs and Integrations,"Shopify, GraphQL, Postman",1.0,1.0,6.68586094706836,12.0,0.0,72.5,8.0,United States
7146,Android app development,App development,Other,1.0,2.0,8.006700845440367,12.0,2.6390573296152584,25.5,35.0,United States
7147,Web Development,Web Development,WordPress,1.0,1.0,10.819798284210286,4.0,4.430816798843313,30.0,13.0,Israel
7149,Web Development,Web Development,"PHP, MySQL, JavaScript, CSS, HTML, Bootstrap, Other",1.0,1.0,9.210440366976517,12.0,2.6390573296152584,22.5,3.0,Germany
7150,E-commerce Platforms,CRM and Marketing Tools,"Shopify, Other",0.0,0.0,0.0,2.0,0.0,25.0,50.0,Israel
7151,3d rendering,Web Development,"HTML, CSS",1.0,2.0,4.394449154672439,12.0,5.820082930352362,35.0,35.0,United States
7153,Web Development,Full Stack Development,"HTML, CSS, JavaScript, PHP, MySQL, Bootstrap, Other",0.0,1.0,0.0,12.0,0.0,35.0,35.0,India
7156,DevOps and CI/CD,Cloud Platforms,"AWS, Google Cloud Platform, Azure, Terraform, Docker, Kubernetes, Jenkins, CircleCI, Other",1.0,2.0,6.90875477931522,4.0,2.0794415416798357,10.0,8.0,Armenia
7158,Branding & Marketing,Web Development,"WordPress, PHP, HTML, CSS",1.0,1.0,9.210440366976517,12.0,3.1780538303479458,37.5,35.0,Australia
7159,App development,Mobile Development,"Node.js, Flutter",1.0,2.0,6.90875477931522,12.0,0.0,12.5,13.0,Canada
7160,API development,Web Development,"JavaScript, Git, Other",1.0,2.0,11.51293546492023,12.0,4.812184355372417,22.5,50.0,United States
7162,Web Development,Web Development,"Webflow, API Development, JavaScript",1.0,2.0,9.210440366976517,12.0,2.3978952727983707,15.0,35.0,Lithuania
7164,Web Development,Performance Optimization,"PHP, Google Cloud Platform, Other",1.0,1.0,11.156264806643742,4.0,4.605170185988092,35.0,35.0,Sweden
7169,Back-end development,Cloud Platforms,AWS,1.0,2.0,7.601402334583733,4.0,2.995732273553991,19.0,50.0,United States
7171,Web Development,Full Stack Development,"Python, HTML, CSS, JavaScript, Docker, Flask",1.0,1.0,8.006700845440367,12.0,2.8903717578961645,12.5,35.0,India
7172,Backend Development,API Development,"C#, Other",1.0,0.0,11.51293546492023,4.0,2.772588722239781,10.0,35.0,United States
7173,Web Development,JavaScript,Wix,1.0,2.0,8.987321812850125,4.0,1.9459101490553132,22.5,50.0,Netherlands
7175,Web Development,Web Development,"Azure, JavaScript, Other",0.0,0.0,0.0,2.0,0.0,16.5,13.0,United Arab Emirates
7179,App development,Web Development,"MongoDB, Node.js, React, Other",0.0,2.0,0.0,8.0,0.0,21.5,8.0,Turkey
7181,Back-end development,Web Development,Other,0.0,2.0,0.0,8.0,0.0,22.5,35.0,United States
7182,App Development,Database,"SQL, Other",1.0,1.0,5.707110264748875,4.0,1.3862943611198906,30.0,35.0,United States
7183,Web Development,Web Development,"WordPress, AWS, Other",1.0,2.0,8.853808274977197,4.0,2.0794415416798357,25.5,13.0,United States
7184,Web Development,APIs and Integrations,"Python, JavaScript, RESTful API",0.0,2.0,0.0,8.0,0.0,35.0,18.0,United States
7187,Branding & Marketing,Web Development,"PHP, JavaScript",1.0,1.0,9.105090961257085,4.0,4.48863636973214,30.0,18.0,United States
7189,App Development,Web Development,"Python, JavaScript",0.0,1.0,0.0,2.0,0.0,40.0,35.0,Germany
7191,API Development,Data Analysis and Visualization,"Stripe API, Python, Postman",0.0,0.0,0.0,12.0,0.0,32.5,3.0,Sri Lanka
7192,,Web Development,"JavaScript, Other",0.0,1.0,0.0,12.0,0.0,27.0,35.0,China
7193,Mobile Development,Web Development,"Flutter, Git, Firebase",1.0,1.0,7.601402334583733,4.0,0.0,77.0,35.0,United States
7194,Branding & Marketing,Web Development,"HTML, CSS",1.0,1.0,9.210440366976517,12.0,1.3862943611198906,35.0,35.0,United States
7196,Web Development,E-commerce Platforms,"WordPress, WooCommerce",0.0,2.0,0.0,4.0,0.0,20.0,35.0,Vietnam
7199,Web Development,E-commerce Platforms,"AWS, Bootstrap",0.0,2.0,0.0,12.0,0.0,55.0,35.0,United States
7202,API development,Web Development,"RESTful API, JavaScript",1.0,2.0,4.51085950651685,12.0,1.0986122886681098,17.5,8.0,Switzerland
